REF,Review-Date,Rating
387,2009,3
387,2009,3.5
387,2009,3.75
387,2009,3.75
1367,2014,3.25
1395,2014,3.5
1932,2017,3.25
1936,2017,3.5
1936,2017,3.5
1936,2017,3.25
1936,2017,3.25
1940,2017,3.5
793,2012,3
793,2012,3
793,2012,3.25
1932,2017,3.75
1932,2017,3.5
1932,2017,2.75
1792,2016,3.5
1792,2016,3.75
1792,2016,3.75
1434,2014,2.75
1057,2013,3
1113,2013,3
1121,2013,2.25
1634,2015,3
1692,2015,3
1692,2015,3
1692,2015,3
1696,2015,3
859,2012,2.75
729,2011,3.25
1291,2014,3.5
1291,2014,3.5
939,2012,2.5
943,2012,2.5
943,2012,2.75
1157,2013,2.75
1157,2013,3.25
1800,2016,2.5
1800,2016,3
1796,2016,2.75
1796,2016,3
1618,2015,2.75
1668,2015,3.25
1704,2015,3.25
1704,2015,3.25
1704,2015,3.75
1708,2015,3.25
1708,2015,3.5
1263,2014,3.5
1263,2014,3.75
1185,2013,3.5
1185,2013,3.5
1193,2013,3.25
939,2012,3.25
939,2012,3.25
939,2012,3.75
761,2011,3
1101,2013,2.75
1101,2013,2.75
1105,2013,2.5
1105,2013,3
1450,2015,3
1450,2015,3.25
1450,2015,3.25
1680,2015,2.75
1868,2016,3.25
1271,2014,3
785,2011,3.25
451,2009,2.75
180,2007,3
1716,2016,2
915,2012,3.25
387,2009,2.75
387,2009,3
199,2008,2.5
280,2008,2.5
280,2008,2.75
284,2008,2.5
801,2012,2.75
801,2012,3
805,2012,3
805,2012,3.5
817,2012,3.25
821,2012,2
825,2012,3.25
829,2012,2.75
829,2012,3
833,2012,3.25
967,2012,2.75
971,2012,3
971,2012,3.25
971,2012,3.5
1478,2015,2.75
1478,2015,3.75
1478,2015,3.75
1482,2015,3.25
1554,2015,3.5
1558,2015,3.75
1323,2014,3.25
1323,2014,3.75
1323,2014,3.75
1614,2015,3
903,2012,3.25
162,2007,3.5
184,2007,2.5
184,2007,3
188,2007,2
188,2007,3
1684,2015,3.25
1836,2016,3.75
1418,2014,3.25
895,2012,4
927,2012,3
789,2011,2.75
789,2011,3
1239,2014,3
753,2011,3.5
1700,2015,2.75
1700,2015,3.5
1235,2014,3.5
1022,2013,3.25
1026,2013,2.5
753,2011,2.75
1740,2016,3
709,2011,3.75
1438,2014,2.75
1438,2014,3
1752,2016,3
1752,2016,3.25
1327,2014,3.25
1510,2015,4
1145,2013,3.5
1153,2013,3.5
931,2012,4
709,2011,3.25
757,2011,4
327,2009,3.75
370,2009,3.75
395,2009,3.5
117,2007,3
129,2007,3.75
129,2007,4
147,2007,1.5
153,2007,2.5
157,2007,2.75
162,2007,3.25
63,2006,3
63,2006,4
75,2006,2.5
75,2006,3
75,2006,3.5
963,2012,2.5
963,2012,2.75
404,2009,2.75
404,2009,2.75
404,2009,2.75
404,2009,3
404,2009,3
404,2009,3.25
1470,2015,3.25
1470,2015,3.25
1211,2014,3.25
1211,2014,3.5
1227,2014,3.5
1117,2013,3.75
991,2012,3.25
951,2012,3.5
1205,2014,3
153,2007,2
153,2007,2
153,2007,3
153,2007,3
1458,2015,2.75
1458,2015,3
1458,2015,3
1458,2015,3.25
1502,2015,2.75
1720,2016,2.5
1720,2016,2.5
1724,2016,3
1756,2016,3.5
1756,2016,3.5
733,2011,2.5
1169,2013,2.5
1169,2013,2.75
1169,2013,3.25
1173,2013,2.75
1848,2016,4
1227,2014,3
1109,2013,2.25
593,2010,3
593,2010,3.5
593,2010,3.75
457,2009,3
457,2009,3.25
1912,2016,3
1912,2016,3.5
1916,2016,3.75
1243,2014,3
1042,2013,3.25
1042,2013,3.5
825,2012,2.5
825,2012,3
951,2012,3.25
741,2011,4
769,2011,3.5
1057,2013,3
1948,2017,2.75
1948,2017,2.5
1574,2015,3
1578,2015,3.25
1578,2015,3.25
1578,2015,3.25
1578,2015,3.5
1582,2015,3
1820,2016,3.5
1824,2016,2.75
1824,2016,2.75
1824,2016,3
1824,2016,3.5
1880,2016,3.5
1716,2016,3.75
1780,2016,3.25
697,2011,3.5
701,2011,3.5
701,2011,3.75
1205,2014,2.75
801,2012,3.5
801,2012,3.5
875,2012,3
875,2012,3.5
875,2012,3.75
879,2012,3
879,2012,3
879,2012,3.25
879,2012,3.75
883,2012,3.25
883,2012,3.5
647,2011,3.75
749,2011,3
749,2011,3.5
781,2011,3.25
486,2010,3
